,textList,labelList
10,"['ambassador', 'east', 'hotel', 'a', 'terrible', 'place', 'stay', 'rooms', 'old', 'dirty', 'though', 'havent', 'cleaned', 'remodeled', 'years', 'hotel', 'staff', 'not', 'friendly', 'accomodating', 'not', 'waste', 'money', 'this', 'crappy', 'old', 'hotel', 'full', 'of', 'rude', 'employees']",0
11,"['recently', 'stayed', 'ambassador', 'east', 'hotel', 'two', 'night', 'my', 'visit', 'nothing', 'short', 'disappointing', 'expecting', 'have', 'wonderfully', 'romantic', 'weekend', 'my', 'fiance', 'specifically', 'chose', 'hotel', 'we', 'prefer', 'boutique', 'hotels', 'extra', 'attention', 'staff', 'unique', 'atmosphere', 'expectations', 'ambassador', 'not', 'met', 'room', 'small', 'frankly', 'outdated', 'the', 'bathroom', 'smelled', 'musty', 'the', 'ac', 'the', 'room', 'two', 'settings', 'polar', 'cold', 'off', 'the', 'walls', 'nothing', 'muffle', 'sound', 'adjacent', 'rooms', 'it', 'loud', 'night', 'good', 'nights', 'sleep', 'impossible', 'staff', 'indifferent', 'yourself', 'favor', 'avoid', 'hotel', 'frankly', 'not', 'worth', 'the', 'steep', 'price', 'mediocre', 'character', 'since', 'are', 'far', 'better', 'more', 'accommodating', 'boutique', 'hotels', 'chicago', 'know', 'wont', 'back', 'this', 'place']",0
12,"['all', 'hype', 'rave', 'reviews', 'talbott', 'hotel', 'seemed', 'me', 'it', 'would', 'mistake', 'not', 'stay', 'not', 'other', 'way', 'around', 'talbott', 'hotel', 'website', 'claims', 'opulent', 'accommodations', 'impeccable', 'service', 'unexpected', 'delights', 'last', 'time', 'checked', 'opulent', 'a', 'bit', 'a', 'different', 'meaning', 'easily', 'outdone', 'senile', '90yearold', 'landlord', 'your', 'college', 'apartment', 'impeccable', 'wasnt', 'code', 'rude', 'unfriendly', 'unexpected', 'delights', 'fun', 'a', 'faint', 'obvious', 'stain', 'your', 'sheets', 'a', 'hotel', 'overall', 'stay', 'simply', 'wasnt', 'worth', 'the', 'money', 'the', 'hassle', 'involved', 'making', 'the', 'correct', 'reservations', 'a', 'lot', 'lessi', 'could', 'have', 'been', 'treated', 'rudely', 'had', 'a', 'mediocre', 'stay', 'a', 'more', 'casual', 'environment']",0
13,"['hotel', 'placed', 'downtown', 'chicago', 'makes', 'really', 'loud', 'is', 'hard', 'sleep', 'night', 'all', 'citynoises', 'coming', 'outside', 'rooms', 'reality', 'also', 'smaller', 'look', 'at', 'the', 'pictures', 'stayed', 'this', 'hotel', 'weekend', 'trip', 'my', 'husband', 'supposed', 'get', 'room', 'king', 'size', 'bad', 'instead', 'we', 'got', 'two', 'single', 'beds', 'the', 'stuff', 'isnt', 'really', 'nice', 'either', 'seems', 'like', 'they', 'make', 'a', 'favor', 'by', 'talking', 'you']",0
14,"['hello', 'recently', 'stayed', 'affinia', 'hotel', 'chicago', 'was', 'unhappy', 'i', 'learned', 'additional', 'charges', 'upon', 'arrival', 'i', 'made', 'the', 'reservations', 'the', 'phone', 'was', 'mention', 'any', 'internet', 'parking', 'fees', 'i', 'arrive', 'im', 'told', 'fee', 'valet', 'park', '49', 'per', 'day', 'plus', 'another', '10', 'internet', 'is', 'plain', 'ridiculous', 'will', 'remember', 'to', 'stay', 'in', 'future', 'theres', 'many', 'fine', 'hotels', 'dont', 'charge', 'fees']",0
15,"['booked', 'room', 'this', 'hotel', 'expecting', 'great', 'accommodations', 'considering', 'price', 'disappointed', 'room', 'looked', 'nice', 'found', 'werent', 'extra', 'blankets', 'closet', 'heating', 'system', 'dysfunctional', 'came', 'back', 'room', 'a', 'meeting', 'found', 'still', 'not', 'cleaned', 'even', 'though', 'it', 'was', 'late', 'afternoon', 'asked', 'replacement', 'towels', 'they', 'very', 'late', 'coming', 'would', 'expected', 'there', 'a', 'shuttle', 'some', 'sort', 'the', 'airport', 'especially', 'since', 'the', 'website', 'advertises', 'the', 'close', 'distance', 'instead', 'i', 'had', 'to', 'call', 'a', 'taxi', 'was', 'almost', 'late', 'my', 'plane', 'the', 'taxi', 'was', 'stuck', 'traffic', 'in', 'not', 'the', 'best', 'experience', 'all']",0
16,"['arrived', 'check', 'process', 'fairly', 'quick', 'however', 'staff', 'seemed', 'bad', 'mood', 'around', 'seemed', 'if', 'were', 'taking', 'their', 'time', 'got', 'room', 'tried', 'use', 'personal', 'computer', 'look', 'attractions', 'after', 'pay', '10', 'day', 'wifi', 'a', 'total', 'waste', 'money', 'speed', 'the', 'internet', 'extremely', 'slow', 'the', 'free', 'workout', 'area', 'was', 'also', 'up', 'to', 'our', 'expectations', 'since', 'was', 'free', 'didnt', 'complain', 'overall', 'we', 'would', 'never', 'stay', 'this', 'hotel', 'and', 'we', 'do', 'recommend']",0
17,"['hoped', 'would', 'pleasant', 'stay', 'turned', 'nightmare', 'first', 'sign', 'trouble', 'affinia', 'that', 'couldnt', 'find', 'reservation', 'add', 'that', 'room', 'service', 'delivered', 'cold', 'food', 'a', 'long', 'wait', 'mini', 'bar', 'not', 'well', 'stocked', 'internet', 'service', 'so', 'slow', 'was', 'unusable', 'top', 'off', 'street', 'noise', 'seemed', 'penetrate', 'thin', 'walls', 'ease', 'making', 'getting', 'a', 'good', 'night', 'sleep', 'nearly', 'impossible', 'finally', 'discovered', 'the', 'valet', 'parking', 'was', 'a', '49', 'premium', 'service', 'dented', 'fender', 'scratched', 'the', 'door', 'paint', 'my', 'car', 'i', 'highly', 'recommend', 'going', 'elsewhere', 'you', 'visit', 'chicago']",0
18,"['husband', 'i', 'recently', 'spent', '3', 'nights', 'ambassador', 'east', 'hotel', 'will', 'never', 'stay', 'hotel', 'for', 'steep', 'price', 'paid', 'stay', 'expected', 'friendly', 'staff', 'clean', 'room', 'we', 'get', 'first', 'all', 'the', 'rooms', 'not', 'clean', 'we', 'found', 'few', 'bugs', 'our', 'room', 'the', 'sheets', 'not', 'look', 'like', 'have', 'recently', 'changed', 'we', 'reported', 'this', 'information', 'the', 'hotel', 'staff', 'did', 'not', 'do', 'anything', 'help', 'us', 'the', 'staff', 'very', 'unfriendly', 'also', 'were', 'clean', 'towels', 'use', 'the', 'bathroom']",0
19,"['stayed', 'ambassador', 'east', 'hotel', 'past', 'summer', '5', 'days', 'worst', 'hotel', 'experience', 'have', 'ever', 'firstly', 'sheets', 'were', 'bed', 'seemed', 'were', 'same', 'ones', 'previous', 'guests', 'left', 'looked', 'dingy', 'just', 'plain', 'dirty', 'second', 'went', 'function', 'one', 'night', 'came', 'back', 'late', 'really', 'tired', 'next', 'morning', 'hence', 'slept', 'late', 'put', 'do', 'disturb', 'sign', 'door', 'room', 'service', 'still', 'came', 'knocking', 'door', 'asking', 'if', 'they', 'come', 'clean', 'obviously', 'the', 'room', 'service', 'lady', 'cant', 'read', 'third', 'worst', 'them', 'checked', 'allowed', 'valet', 'parking', 'gave', 'my', 'keys', 'hoping', 'get', 'back', 'my', 'car', 'one', 'piece', 'well', 'the', 'next', 'morning', 'when', 'asked', 'my', 'car', 'be', 'retrieved', 'was', 'big', 'dent', 'the', 'drivers', 'door', 'my', '2010', 'mustang', 'was', 'livid', 'the', 'valet', 'guy', 'was', 'insisting', 'he', 'got', 'it', 'like', 'in', 'the', 'end', 'i', 'had', 'get', 'my', 'door', 'repaired', 'my', 'the', 'thing', 'i', 'liked', 'there', 'was', 'the', 'food', 'it', 'wasnt', 'even', 'that', 'i', 'was', 'disappointed', 'so', 'im', 'warning', 'everyone', 'think', 'twice', 'you', 'make', 'reservation']",0
20,"['few', 'weeks', 'ago', 'stayed', 'hard', 'rock', 'hotel', 'chicago', 'hotel', 'bust', 'get', 'go', 'arrived', 'lobby', 'wait', 'several', 'minutes', 'front', 'desk', 'clerk', 'show', 'could', 'hear', 'talking', 'back', '5', 'minutes', 'got', 'the', 'desk', 'she', 'short', 'us', 'not', 'helpful', 'wander', 'around', 'the', 'halls', 'looking', 'our', 'room', 'got', 'our', 'room', 'we', 'thought', 'the', 'weekend', 'going', 'get', 'better', 'the', 'rooms', 'modern', 'nicely', 'designed', 'hotel', 'going', 'though', 'soon', 'we', 'started', 'explore', 'the', 'room', 'it', 'was', 'clear', 'room', 'been', 'haven', 'party', 'few', 'nights', 'the', 'bathroom', 'smelled', 'vomit', 'the', 'bath', 'tub', 'had', 'small', 'shards', 'glass', 'broken', 'bottles', 'it', 'we', 'called', 'worker', 'cleaned', 'it', 'up', 'the', 'thought', 'of', 'it', 'still', 'remained', 'we', 'settled', 'sleep', 'were', 'few', 'loud', 'noises', 'coming', 'the', 'room', 'next', 'door', 'about', 'hour', 'we', 'finally', 'made', 'a', 'call', 'the', 'front', 'desk', 'complain', 'the', 'woman', 'said', 'a', 'rock', 'band', 'was', 'room', 'they', 'had', 'just', 'finished', 'a', 'show', 'in', 'chicago', 'they', 'were', 'staying', 'the', 'next', '2', 'nights', 'wouldnt', 'recommend', 'this', 'hotel', 'to', 'anyone', 'a', 'hard', 'rock', 'hotel', 'all', 'right', 'least', 'thats', 'the', 'beds', 'feel', 'like']",0
21,"['ambassador', 'east', 'particularly', 'crappy', 'property', 'given', 'numerous', 'quality', 'hotels', 'around', 'gold', 'coast', 'unfortunately', 'saw', 'amazing', 'rate', 'decided', 'book', 'experience', 'be', 'reminder', 'get', 'you', 'pay', 'lobby', 'gorgeous', 'appears', 'match', 'photos', 'website', 'room', 'assigned', 'run', 'looked', 'nothing', 'like', 'photos', 'posted', 'website', 'looked', 'like', 'someone', 'put', 'quick', 'coat', 'paint', 'the', 'walls', 'the', 'furniture', 'was', 'old', 'the', 'fixtures', 'the', 'bathroom', 'rusty', 'the', 'room', 'also', 'smelled', 'must', 'mildew', 'while', 'the', 'room', 'airconditioning', 'advertised', 'was', 'inwindow', 'unit', 'sounded', 'like', 'was', 'its', 'last', 'leg', 'was', 'single', 'night', 'had', 'been', 'for', 'anywhere', 'longer', 'would', 'requested', 'a', 'refund', 'please', 'youre', 'staying', 'this', 'part', 'town', 'yourself', 'a', 'favor', 'book', 'any', 'one', 'the', 'numerous', 'properties', 'around', 'here', 'the', 'hampton', 'inn', 'and', 'hilton', 'garden', 'inn', 'both', 'nearby', 'clean', 'and', 'often', 'have', 'specialoffers', 'arent', 'the', 'only', 'properties', 'the', 'area', 'both', 'these', 'save', 'you', 'a', 'potentially', 'unpleasant', 'stay']",0
22,"['will', 'never', 'use', 'ambassador', 'east', 'hotel', 'first', 'appearance', 'get', 'a', 'dark', 'dreary', 'type', 'setting', 'exterior', 'hotel', 'desperate', 'need', 'repair', 'the', 'customer', 'service', 'not', 'good', 'would', 'expect', 'spending', 'hard', 'earned', 'money', 'a', 'hotel', 'room', 'in', 'this', 'hotel', 'you', 'are', 'spending', 'the', 'average', 'amount', 'money', 'a', 'room', 'is', 'smaller', 'than', 'the', 'average', 'hotel', 'room', 'felt', 'rushed', 'check', 'and', 'didnt', 'an', 'enjoyable', 'experience', 'at', 'all']",0
23,"['stayed', 'this', 'hotel', 'labor', 'day', 'weekend', 'pretty', 'awful', 'staff', 'relatively', 'friendly', 'thats', 'the', 'positive', 'aspects', 'stop', 'bed', 'rock', 'hard', 'very', 'uncomfortable', 'thermostat', 'didnt', 'work', 'properly', 'the', 'air', 'conditioner', 'always', '5', 'degrees', 'warmer', 'colder', 'what', 'wanted', 'even', 'though', 'think', '10', '1', 'day', 'internet', 'ridiculous', 'bought', 'because', 'needed', 'download', 'powerpoint', 'work', 'send', 'emails', 'it', 'ungodly', 'slow', 'barely', 'better', 'dialup', 'ended', 'finding', 'a', 'starbucks', 'use', 'wifi', 'i', 'could', 'actually', 'get', 'something', 'done', 'minibar', 'was', 'overpriced', 'expected', 'awful', 'experience', 'definitely', 'wouldnt', 'stay', 'again']",0
